제조사,모델명,모델번호,통신사,요금제,월요금제,기기변경지원금,번호이동지원금,공시일,섹션
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,LG,5G 스탠다드,75000,442000,492000,2024-11-01,E01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,SK,5GX 프리미엄,109000,600000,600000,2025-01-15,F01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,KT,초이스 스페셜,110000,600000,600000,2025-01-15,F01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,LG,5G 프리미어 플러스,105000,500000,600000,2024-11-01,F01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,SK,5GX 플래티넘,125000,600000,600000,2025-01-15,G01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,KT,초이스 프리미엄,130000,600000,600000,2025-01-15,G01
삼성전자,[5G] 갤럭시 Z 플립5,SM-F731N,LG,5G 시그니처,130000,500000,600000,2024-11-01,G01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,컴팩트,39000,370000,370000,2025-01-15,A01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,5G 슬림 4GB,37000,268000,268000,2025-01-15,A01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 미니,37000,222000,222000,2024-11-01,A01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,컴팩트플러스,45000,400000,400000,2025-01-15,B01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,5G 슬림 7GB,45000,324000,324000,2025-01-15,B01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 슬림+,47000,280000,290000,2024-11-01,B01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,베이직플러스,59000,456000,456000,2025-01-15,C01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,5G 슬림 21GB,58000,403000,403000,2025-01-15,C01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 베이직+,59000,350000,380000,2024-11-01,C01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,베이직플러스 50GB업,66000,473000,473000,2025-01-15,D01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,5G 심플 70GB,65000,448000,448000,2025-01-15,D01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 데이터 플러스,66000,390000,420000,2024-11-01,D01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,5GX 레귤러 플러스,79000,533000,533000,2025-01-15,E01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,5G 심플 110GB,69000,476000,476000,2025-01-15,E01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 스탠다드,75000,442000,492000,2024-11-01,E01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,5GX 프리미엄,109000,600000,600000,2025-01-15,F01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,초이스 스페셜,110000,600000,600000,2025-01-15,F01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 프리미어 플러스,105000,500000,600000,2024-11-01,F01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,SK,5GX 플래티넘,125000,600000,600000,2025-01-15,G01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,KT,초이스 프리미엄,130000,600000,600000,2025-01-15,G01
삼성전자,[5G] 갤럭시 Z 플립5 (512G),SM-F731N_512G,LG,5G 시그니처,130000,500000,600000,2024-11-01,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 미니,37000,222000,222000,2024-11-01,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 슬림+,47000,280000,290000,2024-11-01,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 베이직+,59000,350000,380000,2024-11-01,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 데이터 플러스,66000,390000,420000,2024-11-01,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 스탠다드,75000,442000,492000,2024-11-01,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 프리미어 플러스,105000,500000,600000,2024-11-01,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,SK,,,,,,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,KT,,,,,,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 장도고 에디션,SM-F731N-GT2,LG,5G 시그니처,130000,500000,600000,2024-11-01,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 미니,37000,222000,222000,2024-11-01,A01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 슬림+,47000,280000,290000,2024-11-01,B01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 베이직+,59000,350000,380000,2024-11-01,C01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 데이터 플러스,66000,390000,420000,2024-11-01,D01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 스탠다드,75000,442000,492000,2024-11-01,E01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 프리미어 플러스,105000,500000,600000,2024-11-01,F01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,SK,,,,,,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,KT,,,,,,G01
삼성전자,[5G] 갤럭시 Z 플립5 가비지타임 지상고 에디션,SM-F731N-GT1,LG,5G 시그니처,130000,500000,600000,2024-11-01,G01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,5G 슬림 4GB,37000,268000,268000,2025-01-15,A01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,A01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,5G 슬림 7GB,45000,324000,324000,2025-01-15,B01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,B01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,5G 슬림 21GB,58000,403000,403000,2025-01-15,C01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,C01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,5G 심플 70GB,65000,448000,448000,2025-01-15,D01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,D01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,5G 심플 110GB,69000,476000,476000,2025-01-15,E01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,E01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,초이스 스페셜,110000,600000,600000,2025-01-15,F01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,F01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,SK,,,,,,G01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,KT,초이스 프리미엄,130000,600000,600000,2025-01-15,G01
삼성전자,[5G] 갤럭시 Z 플립5 대한항공 에디션,SM-F731NK512_AIR,LG,,,,,,G01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,컴팩트,39000,45000,45000,2025-02-28,A01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,5G 슬림 4GB,37000,374000,374000,2025-05-14,A01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 미니,37000,208000,208000,2025-04-01,A01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,컴팩트플러스,45000,53000,53000,2025-02-28,B01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,5G 슬림 7GB,45000,402000,402000,2025-05-14,B01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 슬림+,47000,259000,259000,2025-04-01,B01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,베이직플러스,59000,69000,69000,2025-02-28,C01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,5G 슬림 21GB,58000,442000,442000,2025-05-14,C01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 베이직+,59000,319000,319000,2025-04-01,C01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,베이직플러스 50GB업,66000,74000,74000,2025-02-28,D01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,5G 심플 70GB,65000,464000,464000,2025-05-14,D01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 데이터 플러스,66000,355000,355000,2025-04-01,D01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,5GX 레귤러 플러스,79000,91000,91000,2025-02-28,E01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,5G 심플 110GB,69000,478000,478000,2025-05-14,E01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 스탠다드,75000,400000,400000,2025-04-01,E01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,5GX 프리미엄,109000,128000,128000,2025-02-28,F01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,초이스 스페셜,110000,550000,550000,2025-05-14,F01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 프리미어 플러스,105000,450000,450000,2025-04-01,F01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,SK,5GX 플래티넘,125000,138000,138000,2025-02-28,G01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,KT,초이스 프리미엄,130000,550000,550000,2025-05-14,G01
애플,[5G] 아이폰 16E (128G),IP16E_128GB,LG,5G 시그니처,130000,450000,450000,2025-04-01,G01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,컴팩트,39000,45000,45000,2025-02-28,A01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,5G 슬림 4GB,37000,374000,374000,2025-05-14,A01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 미니,37000,208000,208000,2025-04-01,A01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,컴팩트플러스,45000,53000,53000,2025-02-28,B01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,5G 슬림 7GB,45000,402000,402000,2025-05-14,B01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 슬림+,47000,259000,259000,2025-04-01,B01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,베이직플러스,59000,69000,69000,2025-02-28,C01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,5G 슬림 21GB,58000,442000,442000,2025-05-14,C01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 베이직+,59000,319000,319000,2025-04-01,C01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,베이직플러스 50GB업,66000,74000,74000,2025-02-28,D01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,5G 심플 70GB,65000,464000,464000,2025-05-14,D01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 데이터 플러스,66000,355000,355000,2025-04-01,D01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,5GX 레귤러 플러스,79000,91000,91000,2025-02-28,E01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,5G 심플 110GB,69000,478000,478000,2025-05-14,E01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 스탠다드,75000,400000,400000,2025-04-01,E01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,5GX 프리미엄,109000,128000,128000,2025-02-28,F01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,초이스 스페셜,110000,550000,550000,2025-05-14,F01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 프리미어 플러스,105000,450000,450000,2025-04-01,F01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,SK,5GX 플래티넘,125000,138000,138000,2025-02-28,G01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,KT,초이스 프리미엄,130000,550000,550000,2025-05-14,G01
애플,[5G] 아이폰 16E (256G),IP16E_256GB,LG,5G 시그니처,130000,450000,450000,2025-04-01,G01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,컴팩트,39000,45000,45000,2025-02-28,A01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,5G 슬림 4GB,37000,374000,374000,2025-05-14,A01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 미니,37000,208000,208000,2025-04-01,A01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,컴팩트플러스,45000,53000,53000,2025-02-28,B01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,5G 슬림 7GB,45000,402000,402000,2025-05-14,B01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 슬림+,47000,259000,259000,2025-04-01,B01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,베이직플러스,59000,69000,69000,2025-02-28,C01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,5G 슬림 21GB,58000,442000,442000,2025-05-14,C01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 베이직+,59000,319000,319000,2025-04-01,C01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,베이직플러스 50GB업,66000,74000,74000,2025-02-28,D01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,5G 심플 70GB,65000,464000,464000,2025-05-14,D01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 데이터 플러스,66000,355000,355000,2025-04-01,D01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,5GX 레귤러 플러스,79000,91000,91000,2025-02-28,E01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,5G 심플 110GB,69000,478000,478000,2025-05-14,E01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 스탠다드,75000,400000,400000,2025-04-01,E01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,5GX 프리미엄,109000,128000,128000,2025-02-28,F01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,초이스 스페셜,110000,550000,550000,2025-05-14,F01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 프리미어 플러스,105000,450000,450000,2025-04-01,F01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,SK,5GX 플래티넘,125000,138000,138000,2025-02-28,G01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,KT,초이스 프리미엄,130000,550000,550000,2025-05-14,G01
애플,[5G] 아이폰 16E (512G),IP16E_512GB,LG,5G 시그니처,130000,450000,450000,2025-04-01,G01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,컴팩트,39000,287000,287000,2025-06-10,A01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 미니,37000,222000,222000,2025-06-10,A01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,컴팩트플러스,45000,334000,334000,2025-06-10,B01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 슬림+,47000,280000,290000,2025-06-10,B01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,베이직플러스,59000,424000,424000,2025-06-10,C01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 베이직+,59000,350000,360000,2025-06-10,C01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,베이직플러스 50GB업,66000,450000,450000,2025-06-10,D01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 데이터 플러스,66000,390000,400000,2025-06-10,D01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,5GX 레귤러 플러스,79000,495000,495000,2025-06-10,E01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 스탠다드,75000,442000,452000,2025-06-10,E01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,5GX 프리미엄,109000,550000,550000,2025-06-10,F01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,초이스 스페셜,110000,550000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 프리미어 플러스,105000,500000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (128G),IP16_128GB,SK,5GX 플래티넘,125000,550000,550000,2025-06-10,G01
애플,[5G] 아이폰 16 (128G),IP16_128GB,KT,초이스 프리미엄,130000,550000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 (128G),IP16_128GB,LG,5G 시그니처,130000,500000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,컴팩트,39000,287000,287000,2025-06-10,A01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 미니,37000,222000,222000,2025-06-10,A01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,컴팩트플러스,45000,334000,334000,2025-06-10,B01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 슬림+,47000,280000,290000,2025-06-10,B01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,베이직플러스,59000,424000,424000,2025-06-10,C01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 베이직+,59000,350000,360000,2025-06-10,C01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,베이직플러스 50GB업,66000,450000,450000,2025-06-10,D01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 데이터 플러스,66000,390000,400000,2025-06-10,D01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,5GX 레귤러 플러스,79000,495000,495000,2025-06-10,E01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 스탠다드,75000,442000,452000,2025-06-10,E01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,5GX 프리미엄,109000,550000,550000,2025-06-10,F01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,초이스 스페셜,110000,550000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 프리미어 플러스,105000,500000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (256G),IP16_256GB,SK,5GX 플래티넘,125000,550000,550000,2025-06-10,G01
애플,[5G] 아이폰 16 (256G),IP16_256GB,KT,초이스 프리미엄,130000,550000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 (256G),IP16_256GB,LG,5G 시그니처,130000,500000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,컴팩트,39000,287000,287000,2025-06-10,A01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 미니,37000,222000,222000,2025-06-10,A01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,컴팩트플러스,45000,334000,334000,2025-06-10,B01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 슬림+,47000,280000,290000,2025-06-10,B01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,베이직플러스,59000,424000,424000,2025-06-10,C01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,5G 슬림 21GB,58000,319000,319000,2025-06-10,C01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 베이직+,59000,350000,360000,2025-06-10,C01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,베이직플러스 50GB업,66000,450000,450000,2025-06-10,D01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,5G 심플 70GB,65000,355000,355000,2025-06-10,D01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 데이터 플러스,66000,390000,400000,2025-06-10,D01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,5GX 레귤러 플러스,79000,495000,495000,2025-06-10,E01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,5G 심플 110GB,69000,377000,377000,2025-06-10,E01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 스탠다드,75000,442000,452000,2025-06-10,E01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,5GX 프리미엄,109000,550000,550000,2025-06-10,F01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,초이스 스페셜,110000,550000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 프리미어 플러스,105000,500000,700000,2025-06-10,F01
애플,[5G] 아이폰 16 (512G),IP16_512GB,SK,5GX 플래티넘,125000,550000,550000,2025-06-10,G01
애플,[5G] 아이폰 16 (512G),IP16_512GB,KT,초이스 프리미엄,130000,550000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 (512G),IP16_512GB,LG,5G 시그니처,130000,500000,700000,2025-06-10,G01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,SK,컴팩트,39000,86000,86000,2024-09-20,A01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,KT,5G 슬림 4GB,37000,210000,210000,2025-06-10,A01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,LG,5G 미니,37000,66000,66000,2024-09-20,A01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,SK,컴팩트플러스,45000,95000,95000,2024-09-20,B01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,KT,5G 슬림 7GB,45000,255000,255000,2025-06-10,B01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,LG,5G 슬림+,47000,84000,84000,2024-09-20,B01
애플,[5G] 아이폰 16 PLUS (128G),IP16PL_128GB,SK,베이직플러스,59000,112000,112000,2024-09-20,C01
